parent;verbatim;type;edited;source
Centaurea phrygia subsp. phrygia;Centaurea nigra × phrygia ssp. phrygia;formula;Centaurea nigra × phrygia subsp. phrygia;gbif checklists
Centaurea jacea;Centaurea jacea × phrygia subsp. phrygia;formula;Centaurea jacea × phrygia subsp. phrygia;gbif checklists
Centaurea jacea;Centaurea jacea × phrygia ssp. phrygia;formula;Centaurea jacea × phrygia subsp. phrygia;gbif checklists
Centaurea jacea;Centaurea jacea x phrygia ssp. phrygia;formula;Centaurea jacea × phrygia subsp. phrygia;gbif checklists
Centaurea jacea;Centaurea jacea x phrygia subsp. phrygia;formula;Centaurea jacea × phrygia subsp. phrygia;gbif checklists
Centaurea phrygia subsp. phrygia;Centaurea jacea × phrygia subsp. phrygia;formula;Centaurea jacea × phrygia subsp. phrygia;gbif checklists
Centaurea phrygia subsp. phrygia;Centaurea jacea × phrygia ssp. phrygia;formula;Centaurea jacea × phrygia subsp. phrygia;gbif checklists
Centaurea phrygia subsp. phrygia;Centaurea jacea x phrygia ssp. phrygia;formula;Centaurea jacea × phrygia subsp. phrygia;gbif checklists
Centaurea phrygia subsp. phrygia;Centaurea jacea x phrygia subsp. phrygia;formula;Centaurea jacea × phrygia subsp. phrygia;gbif checklists
Atriplex longipes subsp. praecox;Atriplex longipes subsp. praecox × prostrata;formula;Atriplex longipes subsp. praecox × prostrata;gbif checklists
Atriplex longipes subsp. praecox;Atriplex longipes ssp. praecox × prostrata;formula;Atriplex longipes subsp. praecox × prostrata;gbif checklists
Atriplex longipes subsp. praecox;Atriplex longipes subsp. praecox x prostrata;formula;Atriplex longipes subsp. praecox × prostrata;gbif checklists
Atriplex longipes subsp. praecox;Atriplex longipes ssp. praecox x prostrata;formula;Atriplex longipes subsp. praecox × prostrata;gbif checklists
Atriplex prostrata;Atriplex longipes subsp. praecox × prostrata;formula;Atriplex longipes subsp. praecox × prostrata;gbif checklists
Atriplex prostrata;Atriplex longipes ssp. praecox × prostrata;formula;Atriplex longipes subsp. praecox × prostrata;gbif checklists
Atriplex prostrata;Atriplex longipes subsp. praecox x prostrata;formula;Atriplex longipes subsp. praecox × prostrata;gbif checklists
Atriplex prostrata;Atriplex longipes ssp. praecox x prostrata;formula;Atriplex longipes subsp. praecox × prostrata;gbif checklists
Quercus petraea;Quercus petraea × robur;formula;Quercus petraea × robur;gbif checklists
Quercus petraea;Quercus petraea x robur;formula;Quercus petraea × robur;gbif checklists
Quercus robur;Quercus petraea × robur;formula;Quercus petraea × robur;gbif checklists
Quercus robur;Quercus petraea x robur;formula;Quercus petraea × robur;gbif checklists
Atriplex longipes subsp. longipes;Atriplex longipes subsp. longipes × prostrata;formula;Atriplex longipes subsp. longipes × prostrata;gbif checklists
Atriplex longipes subsp. longipes;Atriplex longipes ssp. longipes x prostrata;formula;Atriplex longipes subsp. longipes × prostrata;gbif checklists
Atriplex longipes subsp. longipes;Atriplex longipes subsp. longipes x prostrata;formula;Atriplex longipes subsp. longipes × prostrata;gbif checklists
Atriplex longipes subsp. longipes;Atriplex longipes ssp. longipes × prostrata;formula;Atriplex longipes subsp. longipes × prostrata;gbif checklists
Atriplex prostrata;Atriplex longipes subsp. longipes × prostrata;formula;Atriplex longipes subsp. longipes × prostrata;gbif checklists
Atriplex prostrata;Atriplex longipes ssp. longipes x prostrata;formula;Atriplex longipes subsp. longipes × prostrata;gbif checklists
Atriplex prostrata;Atriplex longipes subsp. longipes x prostrata;formula;Atriplex longipes subsp. longipes × prostrata;gbif checklists
Atriplex prostrata;Atriplex longipes ssp. longipes × prostrata;formula;Atriplex longipes subsp. longipes × prostrata;gbif checklists
Lupinus nootkatensis;Lupinus nootkatensis × polyphyllus;formula;Lupinus nootkatensis × polyphyllus;gbif checklists
Lupinus nootkatensis;Lupinus nootkatensis x polyphyllus;formula;Lupinus nootkatensis × polyphyllus;gbif checklists
Lupinus polyphyllus;Lupinus nootkatensis × polyphyllus;formula;Lupinus nootkatensis × polyphyllus;gbif checklists
Lupinus polyphyllus;Lupinus nootkatensis x polyphyllus;formula;Lupinus nootkatensis × polyphyllus;gbif checklists
Linaria repens;Linaria repens × vulgaris;formula;Linaria repens × vulgaris;gbif checklists
Linaria repens;Linaria repens x vulgaris;formula;Linaria repens × vulgaris;gbif checklists
Linaria vulgaris;Linaria repens × vulgaris;formula;Linaria repens × vulgaris;gbif checklists
Linaria vulgaris;Linaria repens x vulgaris;formula;Linaria repens × vulgaris;gbif checklists
Euphorbia cyparissias;Euphorbia cyparissias × esula;formula;Euphorbia cyparissias × esula;gbif checklists
Euphorbia cyparissias;Euphorbia cyparissias x esula;formula;Euphorbia cyparissias × esula;gbif checklists
Euphorbia esula;Euphorbia cyparissias × esula;formula;Euphorbia cyparissias × esula;gbif checklists
Euphorbia esula;Euphorbia cyparissias x esula;formula;Euphorbia cyparissias × esula;gbif checklists
Veronica longifolia;Veronica longifolia × spicata;formula;Veronica longifolia × spicata;gbif checklists
Veronica longifolia;Veronica longifolia x spicata;formula;Veronica longifolia × spicata;gbif checklists
Veronica spicata;Veronica longifolia × spicata;formula;Veronica longifolia × spicata;gbif checklists
Veronica spicata;Veronica longifolia x spicata;formula;Veronica longifolia × spicata;gbif checklists
Malva alcea;Malva alcea × moschata;formula;Malva alcea × moschata;gbif checklists
Malva alcea;Malva alcea x moschata;formula;Malva alcea × moschata;gbif checklists
Malva moschata;Malva alcea × moschata;formula;Malva alcea × moschata;gbif checklists
Malva moschata;Malva alcea x moschata;formula;Malva alcea × moschata;gbif checklists
Salix repens subsp repens;Salix repens subsp repens × subsp. rosmarinifolia;formula;Salix repens subsp repens × subsp. rosmarinifolia;gbif checklists
Salix repens subsp. rosmarinifolia;Salix repens subsp repens × subsp. rosmarinifolia;formula;Salix repens subsp repens × subsp. rosmarinifolia;gbif checklists
Salix herbacea;Salix herbacea × nummularia;formula;Salix herbacea × nummularia;gbif checklists
Salix herbacea;Salix herbacea x nummularia;formula;Salix herbacea × nummularia;gbif checklists
Salix nummularia;Salix herbacea × nummularia;formula;Salix herbacea × nummularia;gbif checklists
Salix nummularia;Salix herbacea x nummularia;formula;Salix herbacea × nummularia;gbif checklists
Salix glauca;Salix glauca × myrsinites;formula;Salix glauca × myrsinites;gbif checklists
Salix glauca;Salix glauca x myrsinites;formula;Salix glauca × myrsinites;gbif checklists
Salix myrsinites;Salix glauca × myrsinites;formula;Salix glauca × myrsinites;gbif checklists
Salix myrsinites;Salix glauca x myrsinites;formula;Salix glauca × myrsinites;gbif checklists
Salix glauca;Salix glauca × myrsinifolia;formula;Salix glauca × myrsinifolia;gbif checklists
Salix glauca;Salix glauca x myrsinifolia;formula;Salix glauca × myrsinifolia;gbif checklists
Salix myrsinifolia;Salix glauca × myrsinifolia;formula;Salix glauca × myrsinifolia;gbif checklists
Salix myrsinifolia;Salix glauca x myrsinifolia;formula;Salix glauca × myrsinifolia;gbif checklists
Salix hastata;Salix hastata × lanata subsp. lanata;formula;Salix hastata × lanata subsp. lanata;gbif checklists
Salix hastata;Salix hastata x lanata ssp. lanata;formula;Salix hastata × lanata subsp. lanata;gbif checklists
Salix hastata;Salix repens subsp repens × subsp.;formula;Salix hastata × lanata subsp. lanata;gbif checklists
Salix hastata;Salix hastata x lanata subsp. lanata;formula;Salix hastata × lanata subsp. lanata;gbif checklists
Salix lanata subsp. lanata;Salix hastata × lanata subsp. lanata;formula;Salix hastata × lanata subsp. lanata;gbif checklists
Salix lanata subsp. lanata;Salix hastata x lanata ssp. lanata;formula;Salix hastata × lanata subsp. lanata;gbif checklists
Salix lanata subsp. lanata;Salix hastata × lanata ssp. lanata;formula;Salix hastata × lanata subsp. lanata;gbif checklists
Salix lanata subsp. lanata;Salix hastata x lanata subsp. lanata;formula;Salix hastata × lanata subsp. lanata;gbif checklists
Salix glauca;Salix glauca × phylicifolia;formula;Salix glauca × phylicifolia;gbif checklists
Salix glauca;Salix glauca x phylicifolia;formula;Salix glauca × phylicifolia;gbif checklists
Salix phylicifolia;Salix glauca × phylicifolia;formula;Salix glauca × phylicifolia;gbif checklists
Salix phylicifolia;Salix glauca x phylicifolia;formula;Salix glauca × phylicifolia;gbif checklists
Salix herbacea;Salix herbacea × lapponum;formula;Salix herbacea × lapponum;gbif checklists
Salix herbacea;Salix herbacea x lapponum;formula;Salix herbacea × lapponum;gbif checklists
Salix lapponum;Salix herbacea × lapponum;formula;Salix herbacea × lapponum;gbif checklists
Salix lapponum;Salix herbacea x lapponum;formula;Salix herbacea × lapponum;gbif checklists
Nuphar lutea;Nuphar lutea × pumila;formula;Nuphar lutea × pumila;gbif checklists
Nuphar lutea;Nuphar lutea x pumila;formula;Nuphar lutea × pumila;gbif checklists
Nuphar pumila;Nuphar lutea × pumila;formula;Nuphar lutea × pumila;gbif checklists
Nuphar pumila;Nuphar lutea x pumila;formula;Nuphar lutea × pumila;gbif checklists
Euphrasia stricta var. tenuis;Euphrasia stricta var. tenuis × wettsteinii var. wettsteinii;formula;Euphrasia stricta var. tenuis × wettsteinii var. wettsteinii;gbif checklists
Euphrasia stricta var. tenuis;Euphrasia stricta var. tenuis x wettsteinii var. wettsteinii;formula;Euphrasia stricta var. tenuis × wettsteinii var. wettsteinii;gbif checklists
Euphrasia wettsteinii var. wettsteinii;Euphrasia stricta var. tenuis × wettsteinii var. wettsteinii;formula;Euphrasia stricta var. tenuis × wettsteinii var. wettsteinii;gbif checklists
Euphrasia wettsteinii var. wettsteinii;Euphrasia stricta var. tenuis x wettsteinii var. wettsteinii;formula;Euphrasia stricta var. tenuis × wettsteinii var. wettsteinii;gbif checklists
Viola epipsila;Viola epipsila × palustris;formula;Viola epipsila × palustris;gbif checklists
Viola epipsila;Viola epipsila x palustris;formula;Viola epipsila × palustris;gbif checklists
Viola palustris;Viola epipsila × palustris;formula;Viola epipsila × palustris;gbif checklists
Viola palustris;Viola epipsila x palustris;formula;Viola epipsila × palustris;gbif checklists
Viola canina subsp. canina;Viola canina subsp. canina × stagnina;formula;Viola canina subsp. canina × stagnina;gbif checklists
Viola canina subsp. canina;Viola canina ssp. canina × stagnina;formula;Viola canina subsp. canina × stagnina;gbif checklists
Viola canina subsp. canina;Viola canina subsp. canina x stagnina;formula;Viola canina subsp. canina × stagnina;gbif checklists
Viola canina subsp. canina;Viola canina ssp. canina x stagnina;formula;Viola canina subsp. canina × stagnina;gbif checklists
Viola stagnina;Viola canina subsp. canina × stagnina;formula;Viola canina subsp. canina × stagnina;gbif checklists
Viola stagnina;Viola canina ssp. canina × stagnina;formula;Viola canina subsp. canina × stagnina;gbif checklists
Viola stagnina;Viola canina subsp. canina x stagnina;formula;Viola canina subsp. canina × stagnina;gbif checklists
Viola stagnina;Viola canina ssp. canina x stagnina;formula;Viola canina subsp. canina × stagnina;gbif checklists
Prunella grandiflora;Prunella grandiflora × vulgaris;formula;Prunella grandiflora × vulgaris;gbif checklists
Prunella grandiflora;Prunella grandiflora x vulgaris;formula;Prunella grandiflora × vulgaris;gbif checklists
Prunella vulgaris;Prunella grandiflora × vulgaris;formula;Prunella grandiflora × vulgaris;gbif checklists
Prunella vulgaris;Prunella grandiflora x vulgaris;formula;Prunella grandiflora × vulgaris;gbif checklists
Typha angustifolia;Typha angustifolia × latifolia;formula;Typha angustifolia × latifolia;gbif checklists
Typha angustifolia;Typha angustifolia x latifolia;formula;Typha angustifolia × latifolia;gbif checklists
Typha latifolia;Typha angustifolia × latifolia;formula;Typha angustifolia × latifolia;gbif checklists
Typha latifolia;Typha angustifolia x latifolia;formula;Typha angustifolia × latifolia;gbif checklists
Sparganium angustifolium;Sparganium angustifolium × gramineum;formula;Sparganium angustifolium × gramineum;gbif checklists
Sparganium angustifolium;Sparganium angustifolium x gramineum;formula;Sparganium angustifolium × gramineum;gbif checklists
Sparganium gramineum;Sparganium angustifolium × gramineum;formula;Sparganium angustifolium × gramineum;gbif checklists
Sparganium gramineum;Sparganium angustifolium x gramineum;formula;Sparganium angustifolium × gramineum;gbif checklists
Sparganium emersum;Sparganium emersum × gramineum;formula;Sparganium emersum × gramineum;gbif checklists
Sparganium emersum;Sparganium emersum x gramineum;formula;Sparganium emersum × gramineum;gbif checklists
Sparganium gramineum;Sparganium emersum × gramineum;formula;Sparganium emersum × gramineum;gbif checklists
Sparganium gramineum;Sparganium emersum x gramineum;formula;Sparganium emersum × gramineum;gbif checklists
Sparganium angustifolium;Sparganium angustifolium × emersum;formula;Sparganium angustifolium × emersum;gbif checklists
Sparganium angustifolium;Sparganium angustifolium x emersum;formula;Sparganium angustifolium × emersum;gbif checklists
Sparganium emersum;Sparganium angustifolium × emersum;formula;Sparganium angustifolium × emersum;gbif checklists
Sparganium emersum;Sparganium angustifolium x emersum;formula;Sparganium angustifolium × emersum;gbif checklists
Ajuga pyramidalis;Ajuga pyramidalis × reptans;formula;Ajuga pyramidalis × reptans;gbif checklists
Ajuga pyramidalis;Ajuga pyramidalis x reptans;formula;Ajuga pyramidalis × reptans;gbif checklists
Ajuga reptans;Ajuga pyramidalis × reptans;formula;Ajuga pyramidalis × reptans;gbif checklists
Ajuga reptans;Ajuga pyramidalis x reptans;formula;Ajuga pyramidalis × reptans;gbif checklists
Carex salina;Carex salina × subspathacea;formula;Carex salina × subspathacea;gbif checklists
Carex salina;Carex salina x subspathacea;formula;Carex salina × subspathacea;gbif checklists
Carex salina subspathacea;Carex salina × subspathacea;formula;Carex salina × subspathacea;gbif checklists
Carex salina subspathacea;Carex salina x subspathacea;formula;Carex salina × subspathacea;gbif checklists
Carex rotundata;Carex rotundata × saxatilis;formula;Carex rotundata × saxatilis;gbif checklists
Carex rotundata;Carex rotundata x saxatilis;formula;Carex rotundata × saxatilis;gbif checklists
Carex saxatilis;Carex rotundata × saxatilis;formula;Carex rotundata × saxatilis;gbif checklists
Carex saxatilis;Carex rotundata x saxatilis;formula;Carex rotundata × saxatilis;gbif checklists
Carex lasiocarpa;Carex lasiocarpa × rotundata;formula;Carex lasiocarpa × rotundata;gbif checklists
Carex rotundata;Carex lasiocarpa × rotundata;formula;Carex lasiocarpa × rotundata;gbif checklists
Carex limosa;Carex limosa × rariflora;formula;Carex limosa × rariflora;gbif checklists
Carex limosa;Carex limosa x rariflora;formula;Carex limosa × rariflora;gbif checklists
Carex rariflora;Carex limosa × rariflora;formula;Carex limosa × rariflora;gbif checklists
Carex rariflora;Carex limosa x rariflora;formula;Carex limosa × rariflora;gbif checklists
Carex riparia;Carex riparia × rostrata;formula;Carex riparia × rostrata;gbif checklists
Carex riparia;Carex riparia x rostrata;formula;Carex riparia × rostrata;gbif checklists
Carex rostrata;Carex riparia × rostrata;formula;Carex riparia × rostrata;gbif checklists
Carex rostrata;Carex riparia x rostrata;formula;Carex riparia × rostrata;gbif checklists
Carex rostrata;Carex rostrata × vesicaria;formula;Carex rostrata × vesicaria;gbif checklists
Carex rostrata;Carex rostrata x vesicaria;formula;Carex rostrata × vesicaria;gbif checklists
Carex vesicaria;Carex rostrata × vesicaria;formula;Carex rostrata × vesicaria;gbif checklists
Carex vesicaria;Carex rostrata x vesicaria;formula;Carex rostrata × vesicaria;gbif checklists
Carex elata;Carex elata × nigra subsp. nigra;formula;Carex elata × nigra subsp. nigra;gbif checklists
Carex elata;Carex elata x nigra subsp. nigra;formula;Carex elata × nigra subsp. nigra;gbif checklists
